id,domain,canonical_term,aliases,related_diagnosis_codes,related_issue_types,related_source_areas,search_boost_keywords,notes
"RKA186","search_boost","동일부위","동일부위;동일부위 관련 표현;동일부위 쟁점;동일부위 보험금;동일부위 부지급;동일부위 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;동일부위;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA187","search_boost","기왕증","기왕증;기왕증 관련 표현;기왕증 쟁점;기왕증 보험금;기왕증 부지급;기왕증 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;기왕증;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA188","search_boost","퇴행성","퇴행성;퇴행성 관련 표현;퇴행성 쟁점;퇴행성 보험금;퇴행성 부지급;퇴행성 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;퇴행성;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA189","search_boost","급성 외상","급성 외상;급성 외상 관련 표현;급성 외상 쟁점;급성 외상 보험금;급성 외상 부지급;급성 외상 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;급성 외상;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA190","search_boost","영상 소견","영상 소견;영상 소견 관련 표현;영상 소견 쟁점;영상 소견 보험금;영상 소견 부지급;영상 소견 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;영상 소견;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA191","search_boost","객관적 검사","객관적 검사;객관적 검사 관련 표현;객관적 검사 쟁점;객관적 검사 보험금;객관적 검사 부지급;객관적 검사 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;객관적 검사;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA192","search_boost","치료 경과","치료 경과;치료 경과 관련 표현;치료 경과 쟁점;치료 경과 보험금;치료 경과 부지급;치료 경과 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;치료 경과;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA193","search_boost","호전 기록","호전 기록;호전 기록 관련 표현;호전 기록 쟁점;호전 기록 보험금;호전 기록 부지급;호전 기록 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;호전 기록;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA194","search_boost","반복 치료","반복 치료;반복 치료 관련 표현;반복 치료 쟁점;반복 치료 보험금;반복 치료 부지급;반복 치료 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;반복 치료;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA195","search_boost","비급여 코드","비급여 코드;비급여 코드 관련 표현;비급여 코드 쟁점;비급여 코드 보험금;비급여 코드 부지급;비급여 코드 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;비급여 코드;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA196","search_boost","직접치료","직접치료;직접치료 관련 표현;직접치료 쟁점;직접치료 보험금;직접치료 부지급;직접치료 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;직접치료;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA197","search_boost","확정진단","확정진단;확정진단 관련 표현;확정진단 쟁점;확정진단 보험금;확정진단 부지급;확정진단 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;확정진단;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA198","search_boost","병리 기준","병리 기준;병리 기준 관련 표현;병리 기준 쟁점;병리 기준 보험금;병리 기준 부지급;병리 기준 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;병리 기준;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA199","search_boost","검사 수치","검사 수치;검사 수치 관련 표현;검사 수치 쟁점;검사 수치 보험금;검사 수치 부지급;검사 수치 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;검사 수치;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA200","search_boost","책임개시일","책임개시일;책임개시일 관련 표현;책임개시일 쟁점;책임개시일 보험금;책임개시일 부지급;책임개시일 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;책임개시일;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
